"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","101","2","1","112.737900","0","1626"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","31","1","1","52.833805","0","228"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","31","1","1","54.333778","0","261"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","31","1","1","53.416748","0","292"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","31","1","1","53.933552","0","286"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","31","4","1","52.764217","0","268"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","31","1","1","58.046024","0","253"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","31","1","1","58.956264","0","413"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","31","1","1","54.780121","0","345"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","31","2","1","52.193386","0","263"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","31","1","1","51.386391","0","353"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","31","1","1","54.798748","0","398"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","50","1","1","76.136147","0","841"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","37","1","1","36.997704","0","438"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","31","1","1","53.552280","0","328"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","31","1","1","52.571964","0","317"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","31","1","1","54.195019","0","289"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","31","1","1","50.716904","0","363"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","31","7","1","52.971722","0","307"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","10","1","1","12.121788","0","40"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","10","1","1","11.640616","0","47"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","47","1","1","39.856068","0","663"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","8","1","1","12.119309","0","43"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","31","1","1","51.108841","0","330"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","31","1","1","55.025909","0","361"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","31","1","1","51.299038","0","449"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","31","1","1","51.913559","0","336"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","40","3","1","36.709572","0","627"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","31","1","1","50.314217","0","384"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","16","9","2","22.334879","0","50"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","186","7","2","256.389160","0","3825"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","165","22","3","194.678314","0","2411"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","124","7","4","177.279877","0","1429"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","8","1","1","12.837430","0","36"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","31","5","1","50.788570","0","185"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","40","5","1","35.532532","0","612"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","31","1","1","51.457253","0","128"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","31","1","1","50.203709","0","353"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","68","1","1","132.939301","0","1205"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","100","6","1","207.274887","0","1461"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","29","5","1","43.732891","0","146"
